month,norm_score
01,1.0669014842741111
02,-0.13963568490633635
03,-0.23156618532175652
04,0.5160573579840473
05,-0.01414590406962712
06,-0.03392871852251768
07,-0.2379300545493731
08,-0.10695828898475451
09,0.038361975737261814
10,0.10896040514625184
11,0.959621426620545
12,-0.0537592024078248
