,models,params,mean_fit_time,mean_test_accuracy,mean_test_f1_macro,mean_test_geometric_mean_macro
56,DimReduct|RFC,"{'DimReduct__n_features': 57, 'RFC__random_state': 2357136044}",115.6245731830597,0.6711643390417963,0.5738956512613396,0.7098624495216642
50,DimReduct|RFC,"{'DimReduct__n_features': 51, 'RFC__random_state': 2357136044}",109.6204161643982,0.6711444356493851,0.5739439378566311,0.7088165154296494
62,DimReduct|RFC,"{'DimReduct__n_features': 63, 'RFC__random_state': 2357136044}",110.45567798614502,0.6709940531817737,0.5746221559005689,0.7101164193220864
53,DimReduct|RFC,"{'DimReduct__n_features': 54, 'RFC__random_state': 2357136044}",107.99633679389953,0.670943960516567,0.5740479799811421,0.7093719703013676
57,DimReduct|RFC,"{'DimReduct__n_features': 58, 'RFC__random_state': 2357136044}",110.27070097923279,0.6709139832944848,0.5740684003115045,0.7096175824029181
55,DimReduct|RFC,"{'DimReduct__n_features': 56, 'RFC__random_state': 2357136044}",108.37499179840088,0.6707734525479838,0.5742293703481574,0.7100651163105629
54,DimReduct|RFC,"{'DimReduct__n_features': 55, 'RFC__random_state': 2357136044}",107.64033694267273,0.670763399831367,0.5739377491674256,0.7100672081581235
79,DimReduct|RFC,"{'DimReduct__n_features': 80, 'RFC__random_state': 2357136044}",152.66051778793334,0.6707533802862148,0.574640040902308,0.7107278609422447
52,DimReduct|RFC,"{'DimReduct__n_features': 53, 'RFC__random_state': 2357136044}",108.50136680603028,0.6707034383933781,0.5751194686852388,0.7102401550045307
46,DimReduct|RFC,"{'DimReduct__n_features': 47, 'RFC__random_state': 2357136044}",92.28376426696778,0.6705329605636755,0.5702070747778645,0.7064595652097736
49,DimReduct|RFC,"{'DimReduct__n_features': 50, 'RFC__random_state': 2357136044}",112.44249753952026,0.6704125643518283,0.5738870402227875,0.7096058498187943
51,DimReduct|RFC,"{'DimReduct__n_features': 52, 'RFC__random_state': 2357136044}",112.68253283500671,0.670272373255756,0.5770067042267917,0.7110063110969663
48,DimReduct|RFC,"{'DimReduct__n_features': 49, 'RFC__random_state': 2357136044}",111.51446256637573,0.6702722878114253,0.5754272094878203,0.7104923281656599
61,DimReduct|RFC,"{'DimReduct__n_features': 62, 'RFC__random_state': 2357136044}",110.76051359176635,0.6699515199893462,0.5723408906725472,0.7089893666052685
47,DimReduct|RFC,"{'DimReduct__n_features': 48, 'RFC__random_state': 2357136044}",93.91602878570556,0.6694802229386928,0.5745932623174455,0.7094092417254666
44,DimReduct|RFC,"{'DimReduct__n_features': 45, 'RFC__random_state': 2357136044}",92.33765120506287,0.6689390162678864,0.5716383174140958,0.7076747371777551
45,DimReduct|RFC,"{'DimReduct__n_features': 46, 'RFC__random_state': 2357136044}",92.7217574596405,0.6687283990179116,0.5705363252402138,0.7072138860555854
43,DimReduct|RFC,"{'DimReduct__n_features': 44, 'RFC__random_state': 2357136044}",95.15369663238525,0.6685580437997038,0.5728277122014351,0.7085660992920105
42,DimReduct|RFC,"{'DimReduct__n_features': 43, 'RFC__random_state': 2357136044}",91.4009699344635,0.6682372829980456,0.5718032044235215,0.7079965610598598
40,DimReduct|RFC,"{'DimReduct__n_features': 41, 'RFC__random_state': 2357136044}",92.26994876861572,0.6667435742602357,0.571469344501979,0.7078781585739253
39,DimReduct|RFC,"{'DimReduct__n_features': 40, 'RFC__random_state': 2357136044}",92.27606315612793,0.6663126487769183,0.5710982786473613,0.7069941478142998
38,DimReduct|RFC,"{'DimReduct__n_features': 39, 'RFC__random_state': 2357136044}",93.89768404960633,0.6659416686931958,0.5700508241547123,0.7059474387473337
41,DimReduct|RFC,"{'DimReduct__n_features': 42, 'RFC__random_state': 2357136044}",91.46581463813781,0.6659115538399443,0.5697090132506919,0.7058425140247069
37,DimReduct|RFC,"{'DimReduct__n_features': 38, 'RFC__random_state': 2357136044}",97.33069548606872,0.6633252926016132,0.5656980380917818,0.7035803018422053
36,DimReduct|RFC,"{'DimReduct__n_features': 37, 'RFC__random_state': 2357136044}",93.28287916183471,0.6621624707397945,0.5622350133356562,0.701244329585663
35,DimReduct|RFC,"{'DimReduct__n_features': 36, 'RFC__random_state': 2357136044}",92.75741453170777,0.6612300680400512,0.562469510327118,0.7011328866347386
34,DimReduct|RFC,"{'DimReduct__n_features': 35, 'RFC__random_state': 2357136044}",84.69959115982056,0.6599169732407507,0.5615319177272828,0.7004591637164665
33,DimReduct|RFC,"{'DimReduct__n_features': 34, 'RFC__random_state': 2357136044}",78.86250348091126,0.6578219335875457,0.561930652754482,0.7007132711878914
32,DimReduct|RFC,"{'DimReduct__n_features': 33, 'RFC__random_state': 2357136044}",79.81637077331543,0.6564685184621629,0.5585006015364711,0.6987300585925457
30,DimReduct|RFC,"{'DimReduct__n_features': 31, 'RFC__random_state': 2357136044}",78.1403549671173,0.655125148969107,0.5578719547013501,0.6977838545628371
25,DimReduct|RFC,"{'DimReduct__n_features': 26, 'RFC__random_state': 2357136044}",77.18439517021179,0.6547140796761615,0.5583318147240474,0.6986636460367249
26,DimReduct|RFC,"{'DimReduct__n_features': 27, 'RFC__random_state': 2357136044}",76.58045663833619,0.6546239370244689,0.5588120353259576,0.698816657975646
31,DimReduct|RFC,"{'DimReduct__n_features': 32, 'RFC__random_state': 2357136044}",77.58675875663758,0.6544633832750126,0.5580389418360883,0.6971809567410718
29,DimReduct|RFC,"{'DimReduct__n_features': 30, 'RFC__random_state': 2357136044}",79.92332491874694,0.6543432292479259,0.5588469027662035,0.6987438951562913
27,DimReduct|RFC,"{'DimReduct__n_features': 28, 'RFC__random_state': 2357136044}",76.3023295879364,0.6536514441209629,0.5574052821043952,0.6973843918282878
24,DimReduct|RFC,"{'DimReduct__n_features': 25, 'RFC__random_state': 2357136044}",77.89600219726563,0.6531102022761096,0.5555926315004707,0.6962669877541561
28,DimReduct|RFC,"{'DimReduct__n_features': 29, 'RFC__random_state': 2357136044}",76.45111455917359,0.6523782817420976,0.5573845869150673,0.6972235166051315
23,DimReduct|RFC,"{'DimReduct__n_features': 24, 'RFC__random_state': 2357136044}",68.85986199378968,0.6513758488286059,0.5551091611975819,0.6958638755132414
22,DimReduct|RFC,"{'DimReduct__n_features': 23, 'RFC__random_state': 2357136044}",65.71874961853027,0.6487392980004072,0.551055217647698,0.6928377871675505
21,DimReduct|RFC,"{'DimReduct__n_features': 22, 'RFC__random_state': 2357136044}",65.31641960144043,0.6474963339016275,0.5520203074729872,0.6937303325512966
20,DimReduct|RFC,"{'DimReduct__n_features': 21, 'RFC__random_state': 2357136044}",65.80103049278259,0.6468247175043398,0.5526804694174631,0.6947660092535861
18,DimReduct|RFC,"{'DimReduct__n_features': 19, 'RFC__random_state': 2357136044}",78.34310569763184,0.6455515973400959,0.5512652510032003,0.6931663699937255
19,DimReduct|RFC,"{'DimReduct__n_features': 20, 'RFC__random_state': 2357136044}",92.62405443191528,0.6451305637883106,0.5497855708970429,0.6927380731501729
17,DimReduct|RFC,"{'DimReduct__n_features': 18, 'RFC__random_state': 2357136044}",80.65405492782592,0.6439678162690744,0.5471388689841724,0.6910453753197577
16,DimReduct|RFC,"{'DimReduct__n_features': 17, 'RFC__random_state': 2357136044}",67.49092288017273,0.6410806484271475,0.5484012171480594,0.6911695270149427
15,DimReduct|RFC,"{'DimReduct__n_features': 16, 'RFC__random_state': 2357136044}",67.75999083518983,0.6325598263769255,0.5415071268044286,0.6865329109579404
14,DimReduct|RFC,"{'DimReduct__n_features': 15, 'RFC__random_state': 2357136044}",53.075659370422365,0.6313270607114159,0.5361121620772542,0.6825256755768806
13,DimReduct|RFC,"{'DimReduct__n_features': 14, 'RFC__random_state': 2357136044}",57.429543781280515,0.6253021833344435,0.5246593444170855,0.6739771147233299
12,DimReduct|RFC,"{'DimReduct__n_features': 13, 'RFC__random_state': 2357136044}",53.37406907081604,0.6230767168740685,0.5186172608870344,0.6710112728388923
11,DimReduct|RFC,"{'DimReduct__n_features': 12, 'RFC__random_state': 2357136044}",51.550169229507446,0.6147761919645088,0.5121871645446014,0.6663517900498005
10,DimReduct|RFC,"{'DimReduct__n_features': 11, 'RFC__random_state': 2357136044}",51.06472401618957,0.6136235232772691,0.5127055813723065,0.6661083356633061
9,DimReduct|RFC,"{'DimReduct__n_features': 10, 'RFC__random_state': 2357136044}",52.35047574043274,0.6047518406149858,0.503006218821054,0.6595163799268752
8,DimReduct|RFC,"{'DimReduct__n_features': 9, 'RFC__random_state': 2357136044}",52.45968747138977,0.6000604076687678,0.5014173387032506,0.6581488872369492
7,DimReduct|RFC,"{'DimReduct__n_features': 8, 'RFC__random_state': 2357136044}",39.57091445922852,0.5877101613249766,0.468300734508411,0.6330829337053752
6,DimReduct|RFC,"{'DimReduct__n_features': 7, 'RFC__random_state': 2357136044}",40.56268744468689,0.5761720068914572,0.4600196876087745,0.627136490134925
5,DimReduct|RFC,"{'DimReduct__n_features': 6, 'RFC__random_state': 2357136044}",41.58858947753906,0.551701632959614,0.44439313547437465,0.6156195446465045
4,DimReduct|RFC,"{'DimReduct__n_features': 5, 'RFC__random_state': 2357136044}",42.0134783744812,0.5346399075989768,0.4161817312083995,0.5957054306444564
3,DimReduct|RFC,"{'DimReduct__n_features': 4, 'RFC__random_state': 2357136044}",43.44305205345154,0.48693273432631984,0.36184213625522976,0.5506624174993373
2,DimReduct|RFC,"{'DimReduct__n_features': 3, 'RFC__random_state': 2357136044}",26.301031017303465,0.44245364436612994,0.2969863426453225,0.5000680816883125
1,DimReduct|RFC,"{'DimReduct__n_features': 2, 'RFC__random_state': 2357136044}",32.66470637321472,0.36740028945844583,0.17058714614851972,0.39098656873711973
0,DimReduct|RFC,"{'DimReduct__n_features': 1, 'RFC__random_state': 2357136044}",49.06861352920532,0.2774196053895802,0.13658163244167543,0.3496323126173352
